Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction_hidden[1]	extinction_hidden[2]	extinction_hidden_sd	extinction_hidden_unormalized[1]	extinction_hidden_unormalized[2]	extinction_observed[1]	extinction_observed[2]	hidden_rate	R[1]	R[2]	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation_hidden[1]	speciation_hidden[2]	speciation_hidden_sd	speciation_hidden_unormalized[1]	speciation_hidden_unormalized[2]	speciation_observed[1]	speciation_observed[2]	transition_rates[1]	transition_rates[2]
363	-16879.63	-16886.37	6.746136	0.399397	0.552502	0.658239	0.91057	0.755263	1.24474	0.370364	0.778951	1.28378	0.528818	0.731536	0.003906676	0.00390668	0.00390668	0.466907	0.194549	0.291084	0.0474604	0.475115	0.826292	0.960379	1.67024	0.661953	1.33805	0.521707	0.70336	1.42175	0.717747	1.24826	0.00122635	0.000178468
364	-16878.35	-16885.78	7.429145	0.394267	0.545316	0.663369	0.917513	0.745563	1.25444	0.3857004	0.770935	1.29713	0.528818	0.731415	0.002644283	0.00264428	0.00264428	0.466907	0.194549	0.291084	0.0474604	0.458009	0.826292	0.925803	1.67024	0.661953	1.33805	0.521707	0.70336	1.42175	0.691906	1.24826	0.00122635	0.000170447
365	-16877.46	-16884.63	7.179658	0.394267	0.545316	0.663369	0.917513	0.745563	1.25444	0.3857004	0.770935	1.29713	0.528818	0.731415	0.003457974	0.00345797	0.00345797	0.751855	0.114001	0.11285	0.0212936	0.458009	0.826292	0.925803	1.67024	0.661953	1.33805	0.521707	0.70336	1.42175	0.691906	1.24826	0.000889999	0.000164562
366	-16877.45	-16884.18	6.72873	0.394185	0.535996	0.663451	0.902131	0.745408	1.25459	0.3859459	0.770808	1.29734	0.528818	0.719063	0.004327377	0.00432738	0.00432738	0.751855	0.114001	0.11285	0.0212936	0.438271	0.790682	0.945542	1.70585	0.633425	1.36657	0.5700016	0.680818	1.46882	0.691906	1.24826	0.000785047	0.000128257
367	-16876.17	-16883.49	7.32563	0.385302	0.523917	0.672334	0.91421	0.72861	1.27139	0.4127026	0.757021	1.32097	0.528818	0.719063	0.003051492	0.00305149	0.00305149	0.730842	0.138763	0.109696	0.0206985	0.438271	0.790682	0.945542	1.70585	0.633425	1.36657	0.5700016	0.680818	1.46882	0.691906	1.24826	0.000855097	0.000120058
368	-16876.29	-16884.18	7.895372	0.385302	0.514245	0.672334	0.897333	0.72861	1.27139	0.4127026	0.757021	1.32097	0.528818	0.705789	0.001950899	0.0019509	0.0019509	0.639324	0.121386	0.221183	0.0181066	0.443624	0.790682	0.957091	1.70585	0.633425	1.36657	0.5700016	0.680818	1.46882	0.700358	1.24826	0.000860269	0.000151106
369	-16877.26	-16884.87	7.60768	0.372167	0.496714	0.685469	0.914864	0.703771	1.29623	0.4527579	0.736843	1.35714	0.528818	0.705789	0.002224404	0.0022244	0.0022244	0.636298	0.120812	0.220137	0.0227532	0.443624	0.781109	0.957091	1.68519	0.633425	1.36657	0.5700016	0.680818	1.46882	0.700358	1.23315	0.000981027	0.000194654
370	-16879	-16886.03	7.027026	0.382701	0.510774	0.674935	0.900805	0.723692	1.27631	0.4205854	0.753007	1.32801	0.528818	0.705789	0.003586201	0.0035862	0.0035862	0.567305	0.149732	0.272833	0.0101304	0.443624	0.812473	0.957091	1.75286	0.633425	1.36657	0.5700016	0.680818	1.46882	0.700358	1.28267	0.000757931	0.000182317
371	-16878.96	-16885.85	6.89275	0.382701	0.510774	0.674935	0.900805	0.723692	1.27631	0.4205854	0.753007	1.32801	0.528818	0.705789	0.003803115	0.00380312	0.00380312	0.699512	0.184626	0.103371	0.0124912	0.443624	0.812473	0.957091	1.75286	0.633425	1.36657	0.5700016	0.680818	1.46882	0.700358	1.28267	0.000756489	0.000220586
372	-16877.47	-16885.19	7.722617	0.390619	0.521342	0.667017	0.890237	0.738665	1.26134	0.3966567	0.765259	1.30675	0.528818	0.705789	0.002256267	0.00225627	0.00225627	0.632785	0.262405	0.0935104	0.0112997	0.443624	0.812473	0.957091	1.75286	0.633425	1.36657	0.5700016	0.680818	1.46882	0.700358	1.28267	0.000713771	0.000318938
373	-16877.62	-16885.54	7.920244	0.390619	0.513424	0.667017	0.876717	0.738665	1.26134	0.3966567	0.765259	1.30675	0.528818	0.695071	0.002063118	0.00206312	0.00206312	0.678563	0.209044	0.100275	0.0121171	0.443624	0.812473	0.957091	1.75286	0.633425	1.36657	0.5700016	0.680818	1.46882	0.700358	1.28267	0.000589904	0.000291416
374	-16876.65	-16884.34	7.692072	0.390619	0.538915	0.667017	0.920244	0.738665	1.26134	0.3966567	0.765259	1.30675	0.528818	0.729579	0.002530522	0.00253052	0.00253052	0.668852	0.206053	0.0988402	0.0262557	0.443624	0.812473	0.957091	1.75286	0.633425	1.36657	0.5700016	0.680818	1.46882	0.700358	1.28267	0.000574993	0.000178534
375	-16877.9	-16885.38	7.476768	0.409059	0.564354	0.648577	0.894804	0.773534	1.22647	0.3416824	0.794167	1.25918	0.528818	0.729579	0.002960178	0.00296018	0.00296018	0.668852	0.206053	0.0988402	0.0262557	0.443624	0.812473	0.957091	1.75286	0.633425	1.36657	0.5700016	0.680818	1.46882	0.700358	1.28267	0.000701218	0.000206367
376	-16877.42	-16885.02	7.605275	0.414019	0.537969	0.643616	0.836303	0.782915	1.21709	0.3270547	0.802041	1.24682	0.528818	0.687136	0.002568103	0.0025681	0.0025681	0.578554	0.177968	0.184703	0.0587751	0.443624	0.812473	0.957091	1.75286	0.633425	1.36657	0.5700016	0.680818	1.46882	0.700358	1.28267	0.00105528	0.000161855
377	-16878	-16885.82	7.817552	0.414019	0.537969	0.643616	0.836303	0.782915	1.21709	0.3270547	0.802041	1.24682	0.528818	0.687136	0.002295812	0.00229581	0.00229581	0.362886	0.298187	0.25711	0.0818162	0.443624	0.812473	0.957091	1.75286	0.633425	1.36657	0.5700016	0.680818	1.46882	0.700358	1.28267	0.000905896	0.000182395
378	-16876.67	-16884.53	7.852274	0.407168	0.525868	0.632965	0.817492	0.782915	1.21709	0.3270547	0.802041	1.24682	0.520067	0.67168	0.002430864	0.00243086	0.00243086	0.533327	0.222942	0.184895	0.0588361	0.454376	0.802971	0.946339	1.67237	0.648777	1.35122	0.5438749	0.692922	1.44316	0.700358	1.23767	0.000907939	0.000205742
379	-16876.81	-16884.95	8.139585	0.421173	0.525868	0.654736	0.817492	0.782915	1.21709	0.3270547	0.802041	1.24682	0.537955	0.67168	0.001882613	0.00188261	0.00188261	0.528437	0.220898	0.183199	0.0674656	0.461969	0.802971	0.962152	1.67237	0.648777	1.35122	0.5438749	0.692922	1.44316	0.712061	1.23767	0.000834613	0.000189171
380	-16877.26	-16885.53	8.270467	0.421173	0.532451	0.654736	0.827725	0.782915	1.21709	0.3270547	0.802041	1.24682	0.537955	0.680088	0.001813438	0.00181344	0.00181344	0.474046	0.273652	0.226951	0.025351	0.433632	0.802971	0.903136	1.67237	0.648777	1.35122	0.5438749	0.692922	1.44316	0.668384	1.23767	0.000696913	0.000244829
381	-16878.31	-16886.65	8.340306	0.421173	0.532451	0.654736	0.827725	0.782915	1.21709	0.3270547	0.802041	1.24682	0.537955	0.680088	0.0017631	0.0017631	0.0017631	0.234505	0.458137	0.264916	0.0424416	0.433632	0.802971	0.903136	1.67237	0.648777	1.35122	0.5438749	0.692922	1.44316	0.668384	1.23767	0.000626908	0.000233198
382	-16878.22	-16886.3	8.073425	0.421173	0.532451	0.654736	0.827725	0.782915	1.21709	0.3270547	0.802041	1.24682	0.537955	0.680088	0.002058138	0.00205814	0.00205814	0.339349	0.347776	0.280656	0.0322179	0.437776	0.810644	0.898992	1.66469	0.654977	1.34502	0.5334157	0.697827	1.43302	0.668384	1.23767	0.000890609	0.000212431
383	-16876.6	-16884.77	8.176159	0.392715	0.532451	0.610497	0.827725	0.782915	1.21709	0.3270547	0.802041	1.24682	0.501606	0.680088	0.002030375	0.00203038	0.00203038	0.25874	0.424702	0.283961	0.0325972	0.437776	0.810644	0.898992	1.66469	0.654977	1.34502	0.5334157	0.697827	1.43302	0.668384	1.23767	0.000836629	0.000232238
384	-16879.6	-16886.68	7.082483	0.413916	0.539717	0.589295	0.768398	0.825182	1.17482	0.2618748	0.838088	1.19319	0.501606	0.654058	0.003923652	0.00392365	0.00392365	0.192095	0.315311	0.21082	0.281774	0.436175	0.810644	0.895705	1.66469	0.654977	1.34502	0.5334157	0.697827	1.43302	0.66594	1.23767	0.00129338	0.000239282
385	-16877.01	-16884.86	7.84365	0.413916	0.539717	0.589295	0.768398	0.825182	1.17482	0.2618748	0.838088	1.19319	0.501606	0.654058	0.00276596	0.00276596	0.00276596	0.326007	0.295069	0.197286	0.181638	0.436175	0.810644	0.895705	1.66469	0.654977	1.34502	0.5334157	0.697827	1.43302	0.66594	1.23767	0.00106126	0.000190718
386	-16877.71	-16885.83	8.125292	0.402205	0.524447	0.601006	0.783669	0.801835	1.19816	0.2977383	0.818059	1.22241	0.501606	0.654058	0.00213903	0.00213903	0.00213903	0.142335	0.375479	0.251049	0.231137	0.436175	0.786789	0.895705	1.6157	0.654977	1.34502	0.5334157	0.697827	1.43302	0.66594	1.20125	0.00106488	0.000222879
387	-16877.76	-16885.25	7.486882	0.402205	0.524447	0.601006	0.783669	0.801835	1.19816	0.2977383	0.818059	1.22241	0.501606	0.654058	0.003245691	0.00324569	0.00324569	0.376817	0.272824	0.182413	0.167945	0.449484	0.810796	0.882396	1.5917	0.674962	1.32504	0.500037	0.713716	1.40112	0.66594	1.20125	0.00122888	0.000266
388	-16878.6	-16885.47	6.86347	0.402205	0.524447	0.601006	0.783669	0.801835	1.19816	0.2977383	0.818059	1.22241	0.501606	0.654058	0.004950499	0.0049505	0.0049505	0.507258	0.199719	0.121356	0.171667	0.449484	0.810796	0.882396	1.5917	0.674962	1.32504	0.500037	0.713716	1.40112	0.66594	1.20125	0.000749196	0.000218935
389	-16878.09	-16885.77	7.687317	0.401631	0.523697	0.601581	0.784418	0.80069	1.19931	0.2995062	0.817084	1.22386	0.501606	0.654058	0.003308216	0.00330822	0.00330822	0.26804	0.296679	0.180273	0.255008	0.449484	0.810796	0.882396	1.5917	0.674962	1.32504	0.500037	0.713716	1.40112	0.66594	1.20125	0.000749196	0.000298713
390	-16877.7	-16885.55	7.846221	0.424301	0.553257	0.578911	0.754858	0.845885	1.15412	0.2303268	0.856113	1.16807	0.501606	0.654058	0.00316546	0.00316546	0.00316546	0.295791	0.309756	0.163364	0.231089	0.449484	0.810796	0.882396	1.5917	0.674962	1.32504	0.500037	0.713716	1.40112	0.66594	1.20125	0.000749196	0.000363739
391	-16876.73	-16884.9	8.168433	0.402417	0.534465	0.572955	0.760963	0.825156	1.17484	0.2619152	0.838065	1.19322	0.487686	0.647714	0.002678547	0.00267855	0.00267855	0.263901	0.323783	0.170762	0.241554	0.449484	0.79738	0.882396	1.56536	0.674962	1.32504	0.500037	0.713716	1.40112	0.66594	1.18137	0.000712984	0.000279492
392	-16876.64	-16884.91	8.27379	0.402417	0.534465	0.572955	0.760963	0.825156	1.17484	0.2619152	0.838065	1.19322	0.487686	0.647714	0.002407112	0.00240711	0.00240711	0.220581	0.270634	0.306883	0.201902	0.449484	0.79738	0.882396	1.56536	0.674962	1.32504	0.500037	0.713716	1.40112	0.66594	1.18137	0.000834874	0.000229945
393	-16874.76	-16883.15	8.392727	0.402417	0.534465	0.572955	0.760963	0.825156	1.17484	0.2619152	0.838065	1.19322	0.487686	0.647714	0.00218806	0.00218806	0.00218806	0.598118	0.179265	0.134275	0.0883417	0.450638	0.799427	0.881242	1.56331	0.676695	1.32331	0.4971662	0.7151	1.39841	0.66594	1.18137	0.000863862	0.000204489
394	-16875.01	-16882.85	7.839044	0.393701	0.530409	0.566309	0.762954	0.820202	1.1798	0.2694987	0.83379	1.19934	0.480005	0.646682	0.003384259	0.00338426	0.00338426	0.775416	0.0803249	0.0297306	0.114529	0.450638	0.799427	0.881242	1.56331	0.676695	1.32331	0.4971662	0.7151	1.39841	0.66594	1.18137	0.000741024	0.000186035
395	-16874.99	-16882.9	7.912477	0.393701	0.530409	0.566309	0.762954	0.820202	1.1798	0.2694987	0.83379	1.19934	0.480005	0.646682	0.003093654	0.00309365	0.00309365	0.672468	0.175332	0.0648955	0.0873047	0.450638	0.799427	0.881242	1.56331	0.676695	1.32331	0.4971662	0.7151	1.39841	0.66594	1.18137	0.000905753	0.000173147
396	-16877.56	-16885.23	7.669017	0.402584	0.492592	0.557426	0.682053	0.838708	1.16129	0.2412386	0.849835	1.1767	0.480005	0.587323	0.003284772	0.00328477	0.00328477	0.635627	0.0354098	0.136789	0.192174	0.450638	0.799427	0.881242	1.56331	0.676695	1.32331	0.4971662	0.7151	1.39841	0.66594	1.18137	0.00148455	0.000136153
397	-16876.67	-16884.58	7.91598	0.416636	0.509785	0.543375	0.66486	0.867982	1.13202	0.1968793	0.875646	1.14201	0.480005	0.587323	0.003268373	0.00326837	0.00326837	0.561384	0.026959	0.120812	0.290845	0.450638	0.799427	0.881242	1.56331	0.676695	1.32331	0.4971662	0.7151	1.39841	0.66594	1.18137	0.00119926	0.000113862
398	-16876.24	-16884.35	8.113261	0.416636	0.518485	0.543375	0.676206	0.867982	1.13202	0.1968793	0.875646	1.14201	0.480005	0.597346	0.002679937	0.00267994	0.00267994	0.561384	0.026959	0.120812	0.290845	0.450638	0.799427	0.881242	1.56331	0.676695	1.32331	0.4971662	0.7151	1.39841	0.66594	1.18137	0.00139968	9.70947e-05
399	-16874.03	-16882.11	8.082483	0.406532	0.505912	0.553478	0.688779	0.846933	1.15307	0.2287351	0.857032	1.16682	0.480005	0.597346	0.002845461	0.00284546	0.00284546	0.889614	0.00575258	0.0296189	0.0750148	0.450638	0.77292	0.881242	1.51148	0.676695	1.32331	0.4971662	0.7151	1.39841	0.66594	1.1422	0.00121139	0.00013926
400	-16874.28	-16882.05	7.763034	0.406532	0.505912	0.553478	0.688779	0.846933	1.15307	0.2287351	0.857032	1.16682	0.480005	0.597346	0.003619475	0.00361948	0.00361948	0.888674	0.00574651	0.0306434	0.0749356	0.450638	0.77292	0.881242	1.51148	0.676695	1.32331	0.4971662	0.7151	1.39841	0.66594	1.1422	0.00107675	0.000103551
