Iteration	Replicate_ID	Posterior	Likelihood	Prior	prob_gain_A_indep	prob_gain_B_indep	prob_loss_A_indep	prob_loss_B_indep	rate_gain_A_when_B0	rate_gain_A_when_B1	rate_gain_B_when_A0	rate_gain_B_when_A1	rate_loss_A_when_B0	rate_loss_A_when_B1	rate_loss_B_when_A0	rate_loss_B_when_A1	rf[1]	rf[2]	rf[3]	rf[4]
128	0	-65.91728	-86.8083	20.89103	0	0	1	0	0.009069573	0.001425156	0.001162071	0.001993463	0.04766234	0.04766234	0.01603668	0.004302207	0.290708	0.548327	0.114472	0.0464934
129	1	-63.96567	-88.15309	24.18742	0	0	0	0	0.003111222	5.252889e-05	0.002945685	0.001723041	0.05951684	0.003589138	0.01644016	0.004954453	0.141796	0.0680427	0.20796	0.582201
130	0	-69.3188	-89.21783	19.89903	0	0	1	1	0.008158569	0.00103354	0.001086736	0.002166857	0.03475411	0.03475411	0.01058881	0.01058881	0.342291	0.53413	0.0822394	0.041339
131	1	-76.5581	-86.25908	9.700988	0	1	1	1	0.007765034	0.005226437	0.002784059	0.002784059	0.05951684	0.05951684	0.01129262	0.01129262	0.15753	0.0755931	0.120071	0.646805
132	0	-72.39165	-88.19229	15.80064	0	0	1	1	0.011432	0.001430209	0.001070543	0.008474395	0.04883397	0.04883397	0.009990576	0.009990576	0.293356	0.598315	0.0704823	0.037847
133	1	-70.93919	-85.19011	14.25092	0	1	1	0	0.00496891	0.002577553	0.001274616	0.001274616	0.05951684	0.05951684	0.01732019	0.004438105	0.0709965	0.0325234	0.400228	0.496252
134	0	-71.38972	-92.78873	21.399	0	1	0	1	0.008205433	0.001430209	0.001070543	0.001070543	0.02383222	0.005727671	0.008942602	0.008942602	0.208133	0.670473	0.0789826	0.0424114
135	1	-71.48315	-85.59487	14.11172	0	0	1	1	0.009739061	0.002978136	0.001274616	0.006927351	0.05265313	0.05265313	0.01732019	0.01732019	0.103781	0.0475421	0.123265	0.725412
136	0	-67.67818	-94.93573	27.25756	0	0	1	0	0.003844974	0.0005814869	0.001078559	0.002526559	0.01794556	0.01794556	0.01478286	0.004474496	0.212988	0.686112	0.0574994	0.0434007
137	1	-69.87121	-85.52091	15.6497	0	0	1	1	0.009739061	0.003321771	0.001382853	0.001811512	0.05265313	0.05265313	0.01318676	0.01318676	0.108563	0.0497327	0.0828676	0.758837
138	0	-65.26676	-96.477	31.21024	0	0	0	0	0.003844974	0.0004023135	0.0009874812	0.007521696	0.01617349	0.004546769	0.01478286	0.003902473	0.282319	0.617736	0.0608699	0.0390755
139	1	-74.31555	-88.2891	13.97355	0	1	1	1	0.004702989	0.002835572	0.001188494	0.001188494	0.04279635	0.04279635	0.01062222	0.01062222	0.619762	0.0753947	0.125627	0.179216
140	0	-72.44848	-94.62049	22.17201	0	1	0	1	0.003887366	0.000191678	0.0005816518	0.0005816518	0.01617349	0.006268714	0.01768414	0.01768414	0.711413	0.0120131	0.168443	0.108132
141	1	-74.20933	-87.9913	13.78197	0	1	1	1	0.006220277	0.00241415	0.001188494	0.001188494	0.04279635	0.04279635	0.01062222	0.01062222	0.589203	0.173115	0.0673027	0.170379
142	0	-67.5842	-93.87691	26.29271	0	0	1	0	0.003434848	0.0001912931	0.0005816518	0.001347464	0.01854362	0.01854362	0.02395052	0.002704096	0.414329	0.0512511	0.334951	0.199469
143	1	-75.37599	-85.59857	10.22258	0	1	1	1	0.006631386	0.001361314	0.001673949	0.001673949	0.0633159	0.0633159	0.0106189	0.0106189	0.384729	0.269767	0.0439463	0.301558
144	0	-80.25597	-92.23418	11.97821	1	1	1	1	0.003620673	0.003620673	0.0004171567	0.0004171567	0.02249057	0.02249057	0.01749356	0.01749356	0.0783526	0.0899232	0.521289	0.310435
145	1	-71.18871	-88.45487	17.26616	0	0	1	1	0.008619216	0.005965129	0.001463107	0.002450478	0.04437048	0.04437048	0.009980423	0.009980423	0.449961	0.145953	0.0513976	0.352688
146	0	-79.16281	-91.74819	12.58538	1	1	1	1	0.004107811	0.004107811	0.0004096507	0.0004096507	0.02522962	0.02522962	0.01080185	0.01080185	0.0767208	0.108877	0.510432	0.30397
147	1	-69.48675	-87.03073	17.54398	0	1	1	0	0.005226323	0.0005577272	0.001750225	0.001750225	0.04749135	0.04749135	0.009980423	0.006253657	0.404003	0.158148	0.0556921	0.382157
148	0	-79.79654	-91.01432	11.21778	1	1	1	1	0.004685983	0.004685983	0.0004096507	0.0004096507	0.02522962	0.02522962	0.01804645	0.01804645	0.0730606	0.103683	0.533789	0.289468
149	1	-64.60902	-87.19409	22.58507	0	0	1	0	0.004970306	0.0004848348	0.001750225	0.0002006141	0.04749135	0.04749135	0.01038898	0.006675117	0.558761	0.0846883	0.021325	0.335226
150	0	-69.56232	-90.26921	20.70689	0	0	1	1	0.003822717	0.002454071	0.0003958108	0.004825811	0.02647375	0.02647375	0.01519547	0.01519547	0.0447669	0.106847	0.550082	0.298304
151	1	-66.35036	-87.02226	20.6719	0	0	1	0	0.009915075	0.0003343769	0.001750225	0.008230479	0.04478976	0.04478976	0.01160883	0.006276149	0.291096	0.0799493	0.0201317	0.608823
152	0	-74.45237	-91.15013	16.69776	1	0	1	1	0.003252313	0.003252313	0.0003958108	0.0007660437	0.02695336	0.02695336	0.01519547	0.01519547	0.0374722	0.221703	0.460448	0.280377
153	1	-75.57847	-87.7679	12.18943	0	1	0	1	0.009915075	0.0004442253	0.002176729	0.002176729	0.05560992	0.01123402	0.02250812	0.02250812	0.291096	0.0799493	0.0201317	0.608823
154	0	-76.68118	-92.05552	15.37434	1	0	1	1	0.003252313	0.003252313	0.0003958108	0.002622532	0.02623584	0.02623584	0.02162652	0.02162652	0.386214	0.164489	0.241276	0.208021
155	1	-73.09903	-88.09679	14.99776	0	0	1	1	0.007183617	0.0002803838	0.001953704	0.01222507	0.04167332	0.04167332	0.02250812	0.02250812	0.471368	0.129461	0.032599	0.366572
156	0	-69.66997	-88.86213	19.19216	0	0	1	1	0.005024099	0.0006301852	0.0005440331	0.002609608	0.03139753	0.03139753	0.02162652	0.02162652	0.386214	0.164489	0.241276	0.208021
157	1	-72.98782	-92.96854	19.98073	0	1	0	1	0.01111023	0.0002803838	0.002796558	0.002796558	0.02557198	0.003388837	0.01417334	0.01417334	0.644997	0.0869395	0.0218919	0.246171
158	0	-69.30493	-85.37152	16.06658	0	0	1	1	0.005024099	0.0006018645	0.0003655983	0.004057174	0.05609346	0.05609346	0.0135683	0.0135683	0.386214	0.164489	0.241276	0.208021
159	1	-69.26208	-89.64898	20.38689	0	0	1	1	0.008254657	0.0004560584	0.001943275	0.0009633999	0.02920729	0.02920729	0.01417334	0.01417334	0.645038	0.086945	0.059415	0.208602
160	0	-69.99768	-89.48737	19.48968	0	0	0	1	0.017098	0.0007794771	0.0003655983	0.005347124	0.05161337	0.005381509	0.009082193	0.009082193	0.164279	0.223965	0.328518	0.283238
161	1	-70.59664	-91.43533	20.83869	0	1	0	1	0.008254657	0.0003965675	0.001784678	0.001784678	0.02992458	0.003817457	0.008235751	0.008235751	0.645038	0.086945	0.059415	0.208602
162	0	-71.86335	-88.62606	16.7627	0	0	1	1	0.017098	0.00079721	0.0004490073	0.001234646	0.04160162	0.04160162	0.01454816	0.01454816	0.0830362	0.44724	0.326559	0.143165
163	1	-74.00306	-90.17779	16.17473	0	1	1	1	0.008254657	0.0003965675	0.002743178	0.002743178	0.02992458	0.02992458	0.008235751	0.008235751	0.499093	0.0839512	0.255552	0.161404
164	0	-72.45105	-87.69327	15.24222	0	0	1	0	0.01790509	0.0007230371	0.0004490073	0.01629753	0.05887229	0.05887229	0.01372505	0.005991053	0.0830362	0.44724	0.326559	0.143165
165	1	-66.44502	-92.46508	26.02006	0	0	1	0	0.00486617	0.000495283	0.002743178	0.001957644	0.03093523	0.03093523	0.004817469	0.006498097	0.539641	0.0907718	0.19507	0.174518
166	0	-66.83591	-85.35581	18.5199	0	0	1	0	0.008924182	0.001509692	0.000180325	0.014445	0.05319298	0.05319298	0.01311718	0.003845137	0.0185212	0.0997566	0.849789	0.0319328
167	1	-65.25908	-88.48717	23.22809	0	0	1	0	0.007249213	0.0008092144	0.002743178	0.0009107901	0.04373953	0.04373953	0.006520758	0.006310668	0.389443	0.123829	0.248653	0.238074
168	0	-62.94091	-86.14733	23.20642	0	0	1	0	0.008162524	0.001181451	0.0003383577	0.001872078	0.03854189	0.03854189	0.01446582	0.003845137	0.0185212	0.0997566	0.849789	0.0319328
169	1	-70.30336	-90.70275	20.39939	0	1	1	0	0.007249213	0.001994926	0.002458188	0.002458188	0.03213998	0.03213998	0.006872802	0.004211417	0.306921	0.116223	0.195964	0.380891
170	0	-65.24861	-86.86438	21.61576	0	1	0	0	0.00619846	0.0008899263	0.000287772	0.000287772	0.03854189	0.009980354	0.01364619	0.00796137	0.0284061	0.0987519	0.841231	0.0316112
171	1	-68.34748	-87.5962	19.24872	0	1	1	0	0.004885376	0.001237837	0.002154679	0.002154679	0.03886002	0.03886002	0.01054913	0.003821413	0.0971727	0.100792	0.76742	0.034615
172	0	-74.54071	-87.88423	13.34352	0	1	1	0	0.004023118	0.01011025	0.0004113172	0.0004113172	0.06263087	0.06263087	0.01100725	0.007103819	0.022806	0.100068	0.852446	0.02468
173	1	-70.48662	-88.18428	17.69766	0	0	1	1	0.01022512	0.001258005	0.002131655	0.002898243	0.03886002	0.03886002	0.01500759	0.01500759	0.36387	0.377424	0.0813846	0.177322
174	0	-75.15773	-84.6939	9.536167	0	1	1	1	0.005911128	0.0003275901	0.0003002073	0.0003002073	0.06263087	0.06263087	0.01835799	0.01835799	0.0214703	0.258575	0.68282	0.0371344
175	1	-69.16621	-90.4213	21.2551	0	1	0	0	0.01458275	0.001474466	0.003332431	0.003332431	0.04372599	0.0006210373	0.01500759	0.0008247287	0.389961	0.404487	0.0872203	0.118331
176	0	-67.51122	-85.74947	18.23825	0	0	0	1	0.005606399	0.0001245501	0.0003800809	0.0002880301	0.06030418	0.01685292	0.01326937	0.01326937	0.221081	0.394535	0.294126	0.090258
177	1	-74.66065	-87.34288	12.68223	0	0	1	1	0.01602809	0.001401848	0.003332431	0.001710653	0.0615886	0.0615886	0.01500759	0.01500759	0.565256	0.136793	0.126427	0.171523
178	0	-77.4325	-86.59484	9.162338	1	0	1	1	0.008070801	0.008070801	0.0005038959	0.007233876	0.05902674	0.05902674	0.0148308	0.0148308	0.17643	0.417151	0.310987	0.095432
179	1	-78.1897	-88.92284	10.73314	0	1	1	1	0.01602809	0.001157887	0.003332431	0.003332431	0.04782127	0.04782127	0.01234135	0.01234135	0.488548	0.11823	0.109271	0.283951
180	0	-71.63406	-90.22525	18.59119	0	1	0	1	0.006225854	0.004143415	0.0005038959	0.0005038959	0.02990129	0.01270687	0.01178824	0.01178824	0.205416	0.327882	0.391691	0.0750099
181	1	-67.39557	-88.20748	20.81191	0	1	0	0	0.009979867	0.0004816463	0.003332431	0.003332431	0.04563292	0.007168171	0.01234135	0.003167637	0.162302	0.122894	0.151202	0.563602
182	0	-62.70322	-90.76367	28.06045	0	0	0	0	0.006110585	0.000941228	0.0008655075	0.008282529	0.02829853	0.01270687	0.009080099	0.003893689	0.162588	0.212891	0.310026	0.314495
183	1	-69.54866	-88.81073	19.26206	0	1	1	0	0.009979867	0.0003489643	0.001647054	0.001647054	0.03170789	0.03170789	0.01035179	0.007396579	0.162302	0.122894	0.151202	0.563602
184	0	-72.4552	-87.24145	14.78625	0	1	1	1	0.005746123	0.0007292009	0.0005025321	0.0005025321	0.04052007	0.04052007	0.009999038	0.009999038	0.159568	0.227514	0.304266	0.308652
185	1	-72.52449	-87.49685	14.97236	0	1	1	1	0.00787352	7.10989e-05	0.001502443	0.001502443	0.03170789	0.03170789	0.01527743	0.01527743	0.150052	0.0355326	0.293353	0.521063
186	0	-68.26361	-86.38813	18.12452	0	1	1	0	0.00884135	0.0007613585	0.0007486465	0.0007486465	0.04552908	0.04552908	0.009999038	0.002059482	0.158398	0.225846	0.302036	0.31372
187	1	-67.30177	-89.13871	21.83694	0	0	1	1	0.004406693	7.387883e-05	0.001502443	0.000359334	0.03041525	0.03041525	0.00994608	0.00994608	0.132353	0.0362725	0.299461	0.531913
188	0	-68.68469	-86.68629	18.00159	0	0	1	1	0.005495577	0.0005897283	0.001100585	9.829869e-05	0.04552908	0.04552908	0.01582885	0.01582885	0.296437	0.434644	0.131908	0.137011
189	1	-67.84113	-86.19771	18.35658	0	1	1	0	0.005756666	7.387883e-05	0.001502443	0.001502443	0.04763829	0.04763829	0.00994608	0.001694215	0.118079	0.0951885	0.281042	0.50569
190	0	-77.86681	-87.65125	9.784436	1	1	1	0	0.004364865	0.004364865	0.001100585	0.001100585	0.0565428	0.0565428	0.02051328	0.00358614	0.251291	0.520745	0.111819	0.116145
191	1	-63.82054	-86.57305	22.75251	0	1	0	0	0.007094678	6.142218e-05	0.001502443	0.001502443	0.04279103	0.002842136	0.01587452	0.0008374648	0.118079	0.0951885	0.281042	0.50569
192	0	-76.11962	-85.55675	9.437131	0	1	1	1	0.006705312	0.003733784	0.0006862646	0.0006862646	0.06296737	0.06296737	0.01400154	0.01400154	0.207868	0.43076	0.313072	0.0483
193	1	-63.41387	-88.10747	24.69359	0	0	0	1	0.007094678	5.973797e-05	0.001071479	0.002117982	0.03149416	0.0001655823	0.01789693	0.01789693	0.15216	0.122662	0.377035	0.348144
194	0	-66.02825	-86.51654	20.48828	0	1	0	0	0.008978497	4.742899e-05	0.001150069	0.001150069	0.05236034	0.003743641	0.01183775	0.00583748	0.159468	0.534041	0.134746	0.171745
195	1	-59.11459	-89.99958	30.88499	0	0	0	0	0.006215522	0.0001344035	0.002203069	0.001435084	0.0231982	0.0001518044	0.01583873	0.004845664	0.145744	0.11749	0.523684	0.213081
196	0	-67.8744	-87.02665	19.15224	0	1	1	0	0.004625949	4.742899e-05	0.001801699	0.001801699	0.04268819	0.04268819	0.01138621	0.001510823	0.101324	0.339322	0.45023	0.109124
197	1	-64.5346	-88.91383	24.37923	0	1	0	0	0.01113124	0.0001981706	0.002171143	0.002171143	0.03021054	0.004897292	0.01224765	0.0008427012	0.145744	0.11749	0.523684	0.213081
198	0	-63.98496	-90.03097	26.04601	0	1	0	0	0.004742395	0.002361536	0.001309458	0.001309458	0.02903135	0.0005006537	0.01270841	0.001510823	0.0736419	0.380297	0.504598	0.0414635
199	1	-72.03328	-88.59822	16.56494	0	1	1	1	0.0051417	0.0001814663	0.00134188	0.00134188	0.03214198	0.03214198	0.008515699	0.008515699	0.0963566	0.077677	0.62487	0.201097
200	0	-62.39459	-88.75878	26.36419	0	0	0	0	0.003315909	0.002089935	0.001809678	0.002513142	0.0453661	0.002941598	0.01271448	0.009130932	0.0736419	0.380297	0.504598	0.0414635
201	1	-64.77275	-89.88208	25.10933	0	0	1	0	0.008472018	0.0001745456	0.004423639	0.0008841993	0.02868162	0.02868162	0.0123928	0.002493671	0.487434	0.0440601	0.354439	0.114066
202	0	-65.4232	-88.06057	22.63736	0	0	0	1	0.007459269	0.001732381	0.001761689	0.003470187	0.0453661	0.003797782	0.008074927	0.008074927	0.0795704	0.410912	0.464716	0.0448015
203	1	-76.14315	-89.44187	13.29871	1	1	1	0	0.008472018	0.008472018	0.001847673	0.001847673	0.03739816	0.03739816	0.01455658	0.003731324	0.487434	0.0440601	0.354439	0.114066
204	0	-68.8925	-87.7745	18.882	0	1	0	1	0.004663679	0.00142237	0.001124478	0.001124478	0.0453661	0.002264661	0.00876483	0.00876483	0.0208201	0.352469	0.614988	0.0117226
205	1	-68.90682	-88.27416	19.36734	0	0	1	1	0.008472018	0.002015387	0.002533373	0.0007772134	0.03247535	0.03247535	0.01455658	0.01455658	0.393002	0.0355242	0.479505	0.0919681
206	0	-63.56605	-85.73913	22.17308	0	0	1	0	0.006412018	0.00100651	0.001035571	0.002701837	0.0453661	0.0453661	0.01325816	0.004537854	0.0201183	0.340589	0.59426	0.0450323
207	1	-59.8063	-87.32467	27.51837	0	0	0	0	0.01014538	0.00219571	0.002533373	0.0007772134	0.04506609	0.0001801513	0.01196472	0.0004171422	0.394621	0.0356705	0.477362	0.0923468
208	0	-69.32658	-85.91725	16.59067	0	0	1	1	0.01032373	0.00147957	0.001035571	0.0009496851	0.05421285	0.05421285	0.008711295	0.008711295	0.0201183	0.340589	0.59426	0.0450323
209	1	-64.44649	-86.6181	22.17162	0	0	1	0	0.01014538	0.001990089	0.002528279	0.0007381773	0.04506609	0.04506609	0.01296501	0.0008934043	0.423047	0.03824	0.511748	0.026965
210	0	-65.45787	-91.71996	26.26209	0	1	0	0	0.007213571	0.002048307	0.0006435929	0.0006435929	0.02460555	0.007288107	0.008711295	0.0004182071	0.130347	0.514924	0.286647	0.0680826
211	1	-69.41727	-86.16637	16.7491	0	0	1	1	0.008637844	0.001229101	0.003033886	0.0004805001	0.04321584	0.04321584	0.01920928	0.01920928	0.0874864	0.0604807	0.809385	0.0426481
212	0	-74.36433	-89.28272	14.91839	0	1	1	1	0.01111818	0.002048307	0.0008235451	0.0008235451	0.02910379	0.02910379	0.01364726	0.01364726	0.24314	0.290866	0.427536	0.0384579
213	1	-82.01357	-88.02557	6.011997	1	1	1	1	0.008637844	0.008637844	0.002578563	0.002578563	0.04772344	0.04772344	0.01920928	0.01920928	0.224071	0.210893	0.536753	0.0282826
214	0	-68.59744	-88.77248	20.17504	0	1	0	1	0.008572972	0.001414413	0.0006848749	0.0006848749	0.02910379	0.002786505	0.01364726	0.01364726	0.159928	0.298582	0.516194	0.0252961
215	1	-68.6847	-86.59483	17.91014	0	0	1	0	0.01004848	0.004149588	0.00183561	0.001007305	0.04772344	0.04772344	0.01768608	0.0162519	0.307413	0.188241	0.479101	0.0252448
216	0	-65.14733	-89.16075	24.01342	0	1	0	0	0.008975375	0.0009514392	0.0005001516	0.0005001516	0.02910379	0.004109184	0.01737267	0.002778557	0.213098	0.405324	0.309426	0.0721513
217	1	-72.21501	-90.50244	18.28743	0	1	1	0	0.01004848	0.001088173	0.001793111	0.001793111	0.0227192	0.0227192	0.01531421	0.01604392	0.307413	0.188241	0.479101	0.0252448
218	0	-64.31468	-88.28977	23.97509	0	1	0	0	0.005786725	0.0009956811	0.0007724146	0.0007724146	0.03901482	2.292406e-05	0.01395026	0.003467592	0.342704	0.212116	0.16193	0.283249
219	1	-68.60725	-87.35189	18.74465	0	0	1	1	0.01088273	0.001300965	0.001793111	0.000109265	0.03841919	0.03841919	0.01188651	0.01188651	0.307413	0.188241	0.479101	0.0252448
220	0	-66.21994	-91.61451	25.39457	0	1	0	0	0.005992749	0.001912678	0.0008007612	0.0008007612	0.02816615	3.594905e-05	0.01085022	0.008132427	0.171927	0.604736	0.0812369	0.1421
221	1	-76.53372	-86.93848	10.40476	0	1	1	1	0.01047439	0.00655956	0.001793111	0.001793111	0.05140577	0.05140577	0.01232651	0.01232651	0.165997	0.226677	0.576927	0.0303994
222	0	-76.76282	-91.59987	14.83705	1	1	0	1	0.003827938	0.003827938	0.0009487216	0.0009487216	0.02816615	0.005952573	0.01831097	0.01831097	0.16251	0.24043	0.296091	0.300968
223	1	-66.7441	-89.66895	22.92485	0	1	0	0	0.009963623	0.005398559	0.001770155	0.001770155	0.03765249	0.001890139	0.01232651	0.001016422	0.322153	0.218232	0.430348	0.0292669
224	0	-72.29625	-89.59527	17.29901	0	1	1	0	0.003147055	3.458292e-05	0.0009053102	0.0009053102	0.02816615	0.02816615	0.01665181	0.02375601	0.0423172	0.0626072	0.744152	0.150924
225	1	-78.45661	-90.13139	11.67478	0	1	1	1	0.01097724	0.004595653	0.004052906	0.004052906	0.03765249	0.03765249	0.01801648	0.01801648	0.41857	0.283547	0.259857	0.0380262
226	0	-69.4362	-89.45951	20.02332	0	0	1	1	0.004566033	2.09549e-05	0.0009357628	0.01139718	0.02816615	0.02816615	0.01199164	0.01199164	0.0599841	0.0527212	0.626646	0.260649
227	1	-71.83924	-90.11017	18.27092	0	0	1	0	0.01486584	0.006802492	0.004024515	0.003871571	0.04768719	0.04768719	0.01801648	0.001370586	0.413882	0.163901	0.255212	0.167004
228	0	-66.61654	-90.11635	23.49981	0	0	0	1	0.007339108	2.283084e-05	0.0007090137	0.007785706	0.02467755	0.01420323	0.01199164	0.01199164	0.0912392	0.222499	0.380141	0.306121
229	1	-72.43649	-89.67253	17.23604	0	0	1	0	0.01486584	0.006802492	0.004108607	0.004658856	0.05211208	0.05211208	0.01913592	0.0008744589	0.404514	0.160191	0.249435	0.18586
230	0	-66.21764	-92.15766	25.94002	0	1	0	0	0.01075013	2.687285e-05	0.00160005	0.00160005	0.01806261	0.002195925	0.0176185	0.002516849	0.0829998	0.202406	0.436117	0.278476
231	1	-82.84265	-94.5064	11.66375	0	1	1	1	0.01486584	0.009603598	0.00495027	0.00495027	0.03181782	0.03181782	0.01412033	0.01412033	0.0568398	0.34941	0.312695	0.281054
232	0	-70.20372	-89.02992	18.8262	0	0	1	1	0.01027165	2.730827e-05	0.00207479	0.006356025	0.02864057	0.02864057	0.01655495	0.01655495	0.0940088	0.165461	0.399857	0.340673
233	1	-66.70201	-87.03541	20.3334	0	0	1	0	0.01051883	0.002046493	0.003167969	0.002507505	0.0458707	0.0458707	0.01779874	0.002930924	0.0924421	0.243815	0.206647	0.457096
234	0	-63.99945	-86.66362	22.66417	0	0	0	1	0.008086853	4.05533e-05	0.001954751	0.001476735	0.04015854	0.003236623	0.01655495	0.01655495	0.228725	0.265688	0.366774	0.138813
235	1	-71.7871	-91.12104	19.33394	0	0	1	1	0.009016146	0.003107254	0.002793111	0.006502179	0.0258948	0.0258948	0.01370749	0.01370749	0.0723705	0.193699	0.370792	0.363139
236	0	-72.96102	-87.3383	14.37728	0	1	1	1	0.008086853	4.336403e-05	0.002466489	0.002466489	0.04015854	0.04015854	0.009081059	0.009081059	0.143356	0.190527	0.353164	0.312952
237	1	-73.23004	-87.77172	14.54168	1	0	1	0	0.006171913	0.006171913	0.001963979	0.00857431	0.04852214	0.04852214	0.01370749	0.009493224	0.098355	0.263246	0.144875	0.493524
238	0	-70.69856	-87.03608	16.33752	0	1	1	0	0.005208164	1.135214e-05	0.002490778	0.002490778	0.03911193	0.03911193	0.01606934	0.01526914	0.139851	0.21032	0.344529	0.3053
239	1	-65.19416	-87.83818	22.64401	0	0	1	0	0.007419884	0.003952976	0.001963979	0.003542347	0.03883705	0.03883705	0.01370749	0.00220057	0.12304	0.211364	0.4026	0.262995
240	0	-73.34202	-86.90934	13.56732	0	1	1	1	0.004644643	0.001454621	0.001548783	0.001548783	0.04668244	0.04668244	0.01013883	0.01013883	0.139851	0.21032	0.344529	0.3053
241	1	-74.21308	-87.58129	13.36821	0	1	1	1	0.006567095	0.004288217	0.001631518	0.001631518	0.03883705	0.03883705	0.01428436	0.01428436	0.12304	0.211364	0.4026	0.262995
242	0	-68.70559	-88.26285	19.55726	0	1	1	0	0.007312784	0.001504228	0.002602407	0.002602407	0.03537718	0.03537718	0.01201802	0.0009289469	0.204327	0.194554	0.318703	0.282415
243	1	-80.36967	-91.32742	10.95775	1	1	1	1	0.006187686	0.006187686	0.002202504	0.002202504	0.03427744	0.03427744	0.00719145	0.00719145	0.221244	0.264092	0.186059	0.328604
244	0	-64.28718	-88.97397	24.68679	0	0	1	0	0.006105853	0.001459384	0.002602407	0.001688389	0.03537718	0.03537718	0.01201802	0.000688241	0.105356	0.333828	0.0762317	0.484584
245	1	-66.43547	-91.65243	25.21695	0	0	0	0	0.005673107	0.001216748	0.002942024	0.01512211	0.03269389	0.01239221	0.01173822	0.004665724	0.221244	0.264092	0.186059	0.328604
246	0	-72.16859	-95.00478	22.83619	0	1	0	0	0.005835199	0.002791911	0.004307091	0.004307091	0.02239209	0.01065515	0.01201802	0.01252559	0.102258	0.39092	0.0364887	0.470333
247	1	-67.00033	-90.14257	23.14224	0	0	0	1	0.005482545	0.001170295	0.002900744	0.009167385	0.03269389	0.007033517	0.01032602	0.01032602	0.108753	0.129816	0.599904	0.161527
248	0	-72.58868	-92.90078	20.3121	1	0	0	0	0.00730173	0.00730173	0.002643354	0.003970686	0.02622255	0.01377388	0.01323464	0.01781618	0.41568	0.260007	0.2684	0.0559142
249	1	-73.06474	-91.83486	18.77012	1	1	0	0	0.005482545	0.005482545	0.003048555	0.003048555	0.03655669	0.007033517	0.00768385	0.004440944	0.176085	0.210188	0.352194	0.261533
250	0	-72.83784	-92.16017	19.32234	1	0	0	1	0.005251343	0.005251343	0.002422129	0.002104456	0.03054643	0.005157875	0.01560513	0.01560513	0.466492	0.29179	0.113735	0.127983
251	1	-74.03966	-96.09927	22.05961	0	1	1	0	0.005482545	0.005267861	0.002625751	0.002625751	0.02406551	0.02406551	0.004435234	0.003553095	0.0985152	0.498803	0.231083	0.171598
252	0	-68.32984	-90.23274	21.9029	0	0	1	0	0.006048885	0.000892483	0.002506826	0.01018389	0.03054643	0.03054643	0.01671902	0.008965971	0.387856	0.207108	0.0945625	0.310473
253	1	-82.84285	-96.10343	13.26057	1	1	1	1	0.005482545	0.005482545	0.002625751	0.002625751	0.02406551	0.02406551	0.004512961	0.004512961	0.155253	0.467409	0.21654	0.160798
254	0	-73.67285	-91.28781	17.61496	0	0	1	1	0.004654596	0.0006309394	0.004157648	0.01205913	0.03178491	0.03178491	0.01756646	0.01756646	0.387856	0.207108	0.0945625	0.310473
255	1	-72.54232	-95.32921	22.78689	0	0	1	1	0.005077118	0.003784163	0.002580316	0.001249811	0.02406551	0.02406551	0.004512961	0.004512961	0.13877	0.417785	0.299719	0.143726
256	0	-68.47134	-95.93163	27.46029	0	0	1	0	0.002798251	0.0006309394	0.002940094	0.00137109	0.02379241	0.02379241	0.006904663	0.005637403	0.174944	0.699254	0.0426528	0.0831487
257	1	-76.93055	-97.62495	20.6944	1	0	0	1	0.006530823	0.006530823	0.004233038	0.003484712	0.02048496	0.01399255	0.004512961	0.004512961	0.087821	0.264396	0.556825	0.0909577
258	0	-68.03037	-93.79839	25.76802	0	0	1	0	0.002798251	0.0009797352	0.002940094	0.003873915	0.03359405	0.03359405	0.006115857	0.003452881	0.22964	0.652898	0.0398252	0.0776365
259	1	-70.15941	-89.5708	19.41139	0	0	1	0	0.008565412	0.003106019	0.005037021	0.007123964	0.05566093	0.05566093	0.005893584	0.004728189	0.087821	0.264396	0.556825	0.0909577
260	0	-74.24946	-90.40083	16.15138	0	1	1	0	0.004066675	0.004887192	0.003906329	0.003906329	0.04842456	0.04842456	0.005643424	0.01229728	0.0728518	0.207128	0.0126343	0.707386
